,Player No,Acceleration,Aggression,Agility,Balance,Ballcontrol,Composure,Crossing,Curve,Dribbling,Finishing,Freekickaccuracy,GKdiving,GKhandling,GKkicking,GKpositioning,GKreflexes,Headingaccuracy,ID,Interceptions,Jumping,Longpassing,Longshots,Marking,Penalties,Positioning,Reactions,Shortpassing,Shotpower,Slidingtackle,Sprintspeed,Stamina,Standingtackle,Strength,Vision,Volleys
11737,11737,56.0,17.0,52.0,51.0,16.0,48.0,5.0,18.0,10.0,6.0,9.0,67.0,62.0,56.0,61.0,66.0,29.0,185291,16.0,58.0,29.0,10.0,16.0,40.0,13.0,63.0,39.0,53.0,17.0,55.0,27.0,19.0,72.0,43.0,13.0
11738,11738,64.0,65.0,85.0,74.0,65.0,69.0,58.0,25.0,68.0,25.0,33.0,12.0,10.0,11.0,10.0,14.0,61.0,204236,64.0,69.0,58.0,45.0,64.0,55.0,55.0,66.0,61.0,55.0,66.0,60.0,65.0,61.0,62.0,50.0,22.0
11739,11739,70.0,54.0,65.0,61.0,60.0,44.0,63.0,40.0,60.0,38.0,33.0,14.0,9.0,9.0,16.0,7.0,54.0,222156,58.0,61.0,55.0,32.0,63.0,43.0,39.0,64.0,62.0,54.0,61.0,69.0,66.0,65.0,70.0,55.0,36.0
11740,11740,44.0,65.0,45.0,65.0,37.0,57.0,49.0,15.0,20.0,18.0,43.0,15.0,15.0,16.0,12.0,12.0,52.0,159948,65.0,65.0,43.0,47.0,70.0,47.0,23.0,59.0,54.0,52.0,75.0,42.0,68.0,68.0,64.0,26.0,23.0
11741,11741,52.0,32.0,50.0,44.0,58.0,56.0,52.0,43.0,25.0,23.0,42.0,13.0,9.0,14.0,7.0,15.0,47.0,160204,73.0,56.0,54.0,35.0,73.0,44.0,43.0,64.0,56.0,38.0,76.0,59.0,60.0,72.0,71.0,53.0,33.0
11742,11742,76.0,58.0,68.0,63.0,61.0,44.0,66.0,45.0,65.2,46.0,58.0,7.0,10.0,9.0,9.0,9.0,62.0,189900,57.0,76.0,60.0,46.0,64.4,33.0,40.0,47.0,64.0,57.0,62.4,73.0,72.0,63.2,71.0,50.0,43.0
11743,11743,34.0,23.0,31.0,22.0,17.0,21.0,18.0,19.0,12.0,17.0,12.0,68.0,58.0,53.0,65.0,66.0,18.0,229325,19.0,58.0,21.0,16.0,14.0,14.0,13.0,54.0,20.0,23.0,11.0,36.0,43.0,14.0,69.0,27.0,11.0
11744,11744,65.0,83.0,72.0,58.0,47.0,45.0,33.0,47.0,25.0,19.0,54.0,13.0,9.0,8.0,14.0,8.0,57.0,180685,54.0,87.0,41.0,28.0,62.0,57.0,52.0,59.0,50.0,20.0,61.0,66.0,72.0,62.0,80.0,35.0,29.0
11745,11745,67.0,68.0,57.0,52.0,51.0,55.0,22.0,21.0,35.0,29.0,17.0,10.0,11.0,6.0,11.0,6.0,62.0,184269,56.0,79.0,48.0,20.0,67.0,27.0,49.0,47.0,51.0,32.0,61.0,66.0,71.0,65.0,80.0,37.0,25.0
11746,11746,32.0,38.0,48.0,44.0,24.0,54.0,19.0,12.0,12.0,9.0,19.0,69.0,60.0,61.0,61.0,67.0,11.0,137166,14.0,63.0,24.0,20.0,16.0,16.0,8.0,56.0,18.0,23.0,13.0,33.0,32.0,13.0,61.0,35.0,12.0
11747,11747,76.0,53.0,77.0,77.0,58.0,53.0,60.0,59.0,58.0,58.0,55.0,10.0,10.0,14.0,9.0,7.0,49.0,212430,46.0,61.0,57.0,49.0,64.0,51.0,63.0,65.0,63.0,57.0,63.0,84.0,69.0,64.0,48.0,52.0,46.0
11748,11748,76.0,70.0,74.0,68.0,65.0,55.0,59.0,57.0,62.0,55.0,26.0,9.0,13.0,11.0,12.0,6.0,69.0,231886,59.0,79.0,47.0,49.0,49.0,54.0,66.0,59.0,60.0,64.0,50.0,78.0,83.0,54.0,66.0,49.0,43.0
11749,11749,71.0,28.0,65.0,62.0,57.0,46.0,40.0,40.0,71.0,67.0,36.0,6.0,7.0,13.0,13.0,10.0,61.0,232142,33.0,61.0,39.0,64.0,19.0,71.0,60.0,65.0,61.0,57.0,15.0,68.0,66.0,21.0,62.0,52.0,63.0
11750,11750,65.0,58.0,60.0,64.0,64.0,64.0,57.0,45.0,59.0,36.0,46.0,15.0,16.0,15.0,6.0,7.0,62.0,194510,57.0,55.0,57.0,42.0,63.0,38.0,57.0,62.0,61.0,49.0,60.0,70.0,82.0,62.0,73.0,62.0,40.0
11751,11751,49.0,39.0,43.0,60.0,13.0,24.0,12.0,14.0,12.0,11.0,12.0,62.0,60.0,57.0,63.0,65.0,11.0,203215,15.0,41.0,11.0,13.0,12.0,22.0,11.0,66.0,11.0,27.0,11.0,48.0,21.0,11.0,39.0,16.0,13.0
11752,11752,76.0,61.0,71.0,57.0,68.0,64.0,49.0,50.0,68.0,70.0,50.0,10.0,9.0,6.0,14.0,8.0,59.0,223951,13.0,30.0,48.0,63.0,15.0,60.0,59.0,50.0,60.0,65.0,12.0,72.0,48.0,11.0,43.0,48.0,55.0
11753,11753,73.0,67.0,70.0,74.0,60.0,52.0,59.9,47.0,65.0,30.0,40.0,14.0,14.0,10.0,14.0,9.0,53.6,222160,58.4,56.0,48.8,34.0,59.4,43.0,50.0,62.0,60.4,36.0,64.4,74.0,71.0,63.2,64.0,39.0,28.0
11754,11754,73.0,68.0,64.0,67.0,59.0,56.0,65.0,31.0,57.0,26.0,31.0,14.0,12.0,10.0,8.0,10.0,49.0,223441,65.0,71.0,58.0,32.0,62.0,39.0,51.0,53.0,59.0,32.0,65.0,69.0,62.0,63.0,73.0,37.0,32.0
11755,11755,54.0,65.0,53.0,65.0,64.0,64.0,44.0,59.0,58.0,62.0,55.0,8.0,14.0,7.0,15.0,12.0,64.0,164561,40.0,65.0,45.0,57.0,32.0,63.0,67.0,63.0,59.0,69.0,26.0,53.0,51.0,27.0,74.0,54.0,60.0
11756,11756,76.0,60.0,54.0,70.0,58.0,56.0,50.0,47.0,58.0,56.0,37.0,9.0,11.0,16.0,8.0,16.0,65.0,187345,34.0,74.0,55.0,53.0,12.0,66.0,68.0,65.0,56.0,63.0,16.0,78.0,69.1,21.0,70.0,63.0,60.0
11757,11757,45.0,23.0,52.0,58.0,28.0,52.0,23.0,14.0,21.0,12.0,35.0,58.0,63.0,67.0,63.0,67.0,16.0,187857,22.0,71.0,43.0,13.0,14.0,17.0,13.0,60.0,51.0,21.0,13.0,44.0,42.0,18.0,72.0,46.0,12.0
11758,11758,67.0,56.0,74.0,66.0,46.0,45.0,31.0,38.0,43.0,54.0,33.0,6.0,10.0,11.0,8.0,16.0,64.0,210898,64.0,81.0,58.0,52.0,60.0,61.0,39.0,61.0,57.0,53.0,57.0,73.0,71.0,62.0,80.0,43.0,36.0
11759,11759,47.0,76.0,31.0,31.0,51.0,54.0,28.0,41.0,31.0,26.0,36.0,7.0,13.0,15.0,14.0,10.0,66.0,204499,60.0,63.0,46.0,31.0,59.0,42.0,27.0,53.0,54.0,49.0,60.0,50.0,62.0,61.0,87.0,34.0,33.0
11760,11760,77.0,42.0,76.0,74.0,65.0,67.0,67.0,56.0,63.0,61.0,52.0,15.0,7.0,12.0,14.0,14.0,41.0,221651,32.0,60.0,62.0,58.0,35.0,49.0,58.0,58.0,64.0,60.0,31.0,73.0,76.0,36.0,57.0,60.0,52.0
11761,11761,31.0,63.0,40.0,49.0,47.0,64.0,21.0,41.0,20.0,14.0,40.0,13.0,16.0,12.0,16.0,8.0,62.0,177875,59.0,57.0,57.0,27.0,65.0,43.0,29.0,67.0,54.0,46.0,61.0,31.0,65.0,67.0,83.0,44.0,25.0
11762,11762,44.0,63.0,50.0,40.0,49.0,65.0,26.0,46.0,40.0,30.0,27.0,11.0,10.0,12.0,11.0,10.0,63.0,192979,65.0,59.0,39.0,25.0,60.0,44.0,23.0,59.0,50.0,44.0,64.0,67.0,75.0,63.0,82.0,38.0,33.0
11763,11763,47.0,44.0,61.0,65.0,21.0,57.0,12.0,13.0,21.0,12.0,12.0,65.0,59.0,62.0,64.0,66.0,13.0,140244,24.0,63.0,31.0,18.0,14.0,21.0,11.0,63.0,21.0,21.0,13.0,44.0,36.0,11.0,55.0,23.0,13.0
11764,11764,79.0,42.0,86.0,80.0,69.0,53.0,65.0,66.0,68.0,44.0,61.0,14.0,14.0,15.0,8.0,6.0,45.0,213204,43.0,55.0,50.0,58.0,40.0,45.0,52.0,54.0,61.0,48.0,34.0,74.0,62.0,39.0,51.0,58.0,57.0
11765,11765,79.0,50.0,55.0,65.0,63.0,40.0,65.0,60.0,64.0,59.0,49.0,7.0,7.0,6.0,7.0,15.0,44.0,224724,26.0,42.0,54.0,50.0,33.0,64.0,58.0,58.0,62.0,64.0,27.0,82.0,64.0,28.0,58.0,52.0,52.0
11766,11766,77.0,69.0,72.0,73.0,65.0,51.0,58.0,60.0,62.0,56.0,61.0,16.0,16.0,11.0,13.0,15.0,44.0,195540,60.0,39.0,63.0,55.0,59.0,66.0,58.0,61.0,65.0,59.0,57.0,77.0,81.0,61.0,82.0,62.0,57.0
11767,11767,89.0,54.0,79.0,53.0,55.0,48.0,55.2,50.3,55.2,40.1,39.6,11.0,9.0,9.0,6.0,12.0,59.0,204501,56.0,73.0,45.0,27.0,58.2,40.1,36.0,55.0,57.0,39.0,60.2,90.0,77.0,61.0,68.0,42.0,29.0
11768,11768,63.0,78.0,65.0,46.0,63.0,58.0,38.0,38.0,65.0,63.0,35.0,14.0,8.0,13.0,9.0,13.0,58.0,221141,27.0,50.0,39.0,52.0,17.0,52.0,59.0,56.0,57.0,69.0,18.0,79.0,74.0,28.0,82.0,53.0,53.0
11769,11769,78.0,32.0,82.0,87.0,70.0,64.0,62.0,62.0,70.0,46.0,47.0,11.0,10.0,8.0,11.0,9.0,30.0,222165,19.0,71.0,41.0,38.0,21.0,54.0,60.0,48.0,67.0,57.0,30.0,72.0,54.0,24.0,48.0,65.0,42.0
11770,11770,57.0,56.0,55.0,63.0,55.0,52.0,56.0,37.0,30.0,24.0,38.0,15.0,9.0,16.0,8.0,7.0,65.0,228309,63.0,76.0,35.0,29.0,63.0,45.0,32.0,61.0,60.0,43.0,69.0,57.0,63.0,72.0,60.0,38.0,30.0
11771,11771,33.0,16.0,56.0,28.0,24.0,47.0,19.0,11.0,12.0,13.0,14.0,68.0,63.1,60.0,64.0,65.1,17.0,204502,11.0,57.0,32.0,13.0,18.0,18.0,10.0,52.0,19.0,24.0,11.0,39.0,18.0,11.0,57.0,23.0,12.0
11772,11772,49.0,15.0,48.0,50.0,18.0,24.0,13.0,13.0,16.0,17.0,16.0,67.0,64.0,62.0,62.0,64.0,17.0,213206,17.0,55.0,18.0,15.0,19.0,25.0,13.0,54.0,24.0,15.0,16.0,44.0,32.0,17.0,75.0,17.0,19.0
11773,11773,69.0,49.0,57.0,65.0,59.0,63.0,50.0,58.0,56.0,64.0,45.0,15.0,14.0,11.0,9.0,15.0,61.0,215510,29.0,68.0,47.0,61.0,17.0,65.0,64.0,60.0,56.0,70.0,18.0,69.0,62.0,19.0,70.0,45.0,53.0
11774,11774,68.0,75.0,67.0,68.0,57.0,54.0,54.0,37.0,54.0,39.0,40.0,16.0,12.0,14.0,7.0,11.0,66.0,192470,68.0,64.0,65.0,59.0,65.0,36.0,55.0,63.0,69.0,64.0,63.0,67.0,74.0,68.0,75.0,67.0,34.0
11775,11775,68.0,46.0,67.0,70.0,58.0,54.0,67.0,69.0,59.0,51.0,61.0,9.0,8.0,8.0,10.0,11.0,53.0,210647,61.0,70.0,60.0,42.0,54.0,42.0,42.0,68.0,61.0,63.0,58.0,72.0,71.0,63.0,73.0,52.0,54.0
11776,11776,64.0,69.0,62.0,67.0,68.0,63.0,49.0,62.0,67.0,52.0,52.0,12.0,9.0,13.0,12.0,9.0,55.0,226775,52.0,69.0,61.0,55.0,49.0,56.0,62.0,66.0,66.0,59.0,47.0,58.0,70.0,54.0,67.0,64.0,54.0
11777,11777,45.0,24.0,40.0,29.0,16.0,29.0,12.0,10.0,12.0,8.0,10.0,65.0,64.0,59.0,63.0,65.0,11.0,231383,14.0,54.0,25.0,9.0,7.0,13.0,8.0,54.0,27.0,17.0,13.0,48.0,30.0,14.0,75.0,25.0,6.0
11778,11778,88.0,69.0,64.0,70.0,64.0,55.0,49.0,46.0,60.0,57.0,39.0,11.0,14.0,8.0,9.0,6.0,50.0,232407,46.0,63.0,57.0,57.0,40.0,47.0,54.0,59.0,62.0,61.0,53.0,85.0,75.0,56.0,70.0,58.0,33.0
11779,11779,58.0,51.0,57.0,54.0,59.0,53.0,42.0,35.0,38.0,31.0,26.0,10.0,8.0,7.0,14.0,8.0,63.0,203224,55.0,65.0,54.0,36.0,66.0,46.0,36.0,57.0,66.0,39.0,64.0,53.0,55.0,68.0,76.0,49.0,35.0
11780,11780,85.0,66.0,77.0,72.0,64.0,57.0,58.0,54.0,67.0,57.0,21.0,6.0,14.0,13.0,7.0,11.0,61.0,204504,66.0,74.0,61.0,54.0,58.0,54.0,60.0,62.0,62.0,66.0,57.0,87.0,52.0,62.0,64.0,60.0,61.0
11781,11781,64.0,65.0,66.0,67.0,69.0,66.0,67.0,62.0,66.0,59.0,65.0,10.0,6.0,13.0,15.0,6.0,42.0,142808,54.0,64.0,64.0,65.0,39.0,59.0,66.0,67.0,67.0,66.0,40.0,52.0,52.0,45.0,58.0,60.0,36.0
11782,11782,67.0,56.0,66.0,74.0,62.0,59.0,69.0,62.0,63.0,34.0,48.0,11.0,10.0,10.0,10.0,13.0,53.0,213464,63.0,77.0,60.0,48.0,58.0,41.0,42.0,62.0,61.0,44.0,56.0,72.0,82.0,58.0,64.0,58.0,42.0
11783,11783,67.0,46.0,57.0,61.0,63.0,63.0,70.0,76.0,63.0,65.0,78.0,14.0,12.0,9.0,14.0,11.0,53.0,155352,47.0,57.0,66.0,63.0,37.0,67.0,62.0,63.0,64.0,68.0,47.0,59.0,61.0,50.0,56.0,65.0,34.0
11784,11784,42.0,25.0,32.0,56.0,18.0,50.0,14.0,19.0,20.0,16.0,19.0,63.2,65.3,60.2,64.2,69.2,19.0,221912,23.0,50.0,22.0,13.0,17.0,25.0,15.0,50.0,29.0,20.0,15.0,47.0,27.0,20.0,62.0,49.0,12.0
11785,11785,84.0,42.0,83.0,72.0,69.0,64.0,62.0,41.0,70.0,58.0,28.0,15.0,11.0,16.0,8.0,13.0,45.0,223960,19.0,51.0,38.0,46.0,23.0,58.0,53.0,57.0,56.0,55.0,22.0,77.0,59.0,24.0,48.0,53.0,52.0
11786,11786,40.0,18.0,38.0,51.0,8.0,27.0,17.0,18.0,14.0,7.0,15.0,62.0,62.0,62.0,62.0,68.0,13.0,207833,23.0,54.0,26.0,13.0,17.0,28.0,9.0,62.0,34.0,29.0,16.0,48.0,45.0,17.0,61.0,15.0,6.0
11787,11787,53.0,47.0,45.0,52.0,36.0,55.0,38.0,24.0,33.0,18.0,29.0,10.0,13.0,14.0,7.0,6.0,66.0,208857,59.0,71.0,55.0,18.0,62.0,35.0,30.0,57.0,57.0,35.0,64.0,55.0,70.0,61.0,92.0,31.0,30.0
11788,11788,60.0,58.0,63.0,66.0,58.0,64.0,39.0,42.0,57.0,46.0,41.0,5.0,14.0,7.0,7.0,11.0,52.0,209625,64.0,56.0,68.0,48.0,40.0,42.0,58.0,62.0,70.0,50.0,53.0,64.0,74.0,56.0,63.0,65.0,39.0
11789,11789,68.0,60.0,74.0,80.0,58.0,57.0,71.0,31.0,62.0,29.0,66.0,11.0,12.0,7.0,16.0,6.0,55.0,227289,56.0,72.0,54.0,27.0,60.0,32.0,65.0,62.0,59.0,21.0,63.0,73.0,74.0,61.0,39.0,60.0,27.0
11790,11790,73.0,64.0,39.0,34.0,60.0,47.0,32.0,37.0,35.0,24.0,26.0,10.0,10.0,10.0,10.0,10.0,61.0,232409,59.0,41.0,43.0,33.0,58.0,36.0,33.0,55.0,47.0,43.0,64.0,70.0,66.0,66.0,91.0,33.0,29.0
11791,11791,63.0,57.0,54.0,59.0,63.0,69.0,51.0,48.0,58.0,67.0,33.0,7.0,10.0,7.0,14.0,12.0,67.0,227802,31.0,73.0,51.0,61.0,19.0,66.0,64.0,58.0,57.0,64.0,22.0,43.0,78.0,32.0,74.0,48.0,59.0
11792,11792,79.0,28.0,71.0,62.0,63.0,62.0,62.0,53.0,64.0,66.0,49.0,6.0,9.0,15.0,8.0,14.0,47.0,239834,17.0,73.0,57.0,55.0,11.0,56.0,58.0,59.0,60.0,64.0,10.0,77.0,67.0,12.0,75.0,52.0,57.0
11793,11793,85.0,70.0,74.0,76.0,62.0,55.0,65.0,65.0,62.0,50.0,35.0,8.0,8.0,11.0,10.0,9.0,50.0,211931,60.0,60.0,55.0,58.0,57.0,49.0,55.0,55.0,60.0,64.0,57.0,85.0,78.0,59.0,50.0,61.0,49.0
11794,11794,55.0,64.0,51.0,66.0,57.0,60.0,36.0,40.0,38.0,41.0,41.0,16.0,16.0,7.0,14.0,10.0,55.0,212443,65.0,72.0,43.0,42.0,65.0,44.0,46.0,57.0,53.0,48.0,63.0,54.0,46.0,66.0,70.0,38.0,41.0
11795,11795,74.0,58.0,72.0,56.0,57.0,58.0,62.0,51.0,56.0,35.0,29.0,10.0,9.0,10.0,7.0,13.0,57.0,213211,60.0,68.0,59.0,29.0,65.0,39.0,51.0,54.0,59.0,60.0,64.0,77.0,68.0,65.0,74.0,35.0,40.0
11796,11796,62.0,25.0,51.0,61.0,55.0,57.0,35.0,45.0,59.0,68.0,50.0,9.0,6.0,10.0,14.0,14.0,67.0,239323,18.0,64.0,37.0,60.0,17.0,59.0,64.0,62.0,59.0,62.0,16.0,52.0,57.0,15.0,78.0,41.0,59.0
11797,11797,68.0,63.0,35.0,40.0,56.0,50.0,39.0,36.0,57.0,36.0,34.0,13.0,16.0,12.0,14.0,11.0,65.0,176347,63.0,60.0,53.0,35.0,61.0,38.0,45.0,62.0,56.0,36.0,60.0,58.0,71.0,61.0,80.0,47.0,32.0
11798,11798,53.0,35.0,28.0,53.0,22.0,56.0,19.0,19.0,15.0,18.0,19.0,62.0,66.0,58.0,63.0,61.0,13.0,210652,22.0,61.0,27.0,12.0,20.0,22.0,14.0,62.0,29.0,19.0,13.0,55.0,26.0,13.0,68.0,25.0,18.0
11799,11799,65.0,80.0,31.0,54.0,56.0,56.0,52.0,52.0,57.0,63.0,44.0,12.0,10.0,7.0,11.0,13.0,68.0,201949,45.0,71.0,48.0,58.0,24.0,62.0,62.0,62.0,51.0,69.0,20.0,70.0,69.0,23.0,84.0,54.0,56.0
11800,11800,68.0,60.0,55.0,63.0,61.0,56.0,63.0,51.0,60.0,37.0,39.0,15.0,11.0,14.0,10.0,10.0,62.0,203741,61.0,80.0,53.0,46.0,61.0,45.0,52.0,56.0,58.0,55.0,64.0,69.0,69.0,63.0,62.0,53.0,28.0
11801,11801,80.0,36.0,75.0,62.0,62.0,60.0,56.0,43.0,64.0,65.0,51.0,6.0,8.0,11.0,13.0,13.0,58.0,209885,26.0,82.0,59.0,66.0,38.0,60.0,61.0,54.0,65.0,76.0,35.0,79.0,65.0,41.0,75.0,48.0,56.0
11802,11802,81.0,62.0,73.0,61.0,64.0,56.0,36.0,37.0,55.0,39.0,33.0,5.0,9.0,9.0,10.0,5.0,55.0,212445,63.0,80.0,49.0,26.0,62.0,44.0,32.0,57.0,60.0,36.0,65.0,81.0,70.0,67.0,71.0,25.0,25.0
11803,11803,75.0,65.0,68.0,68.0,50.0,54.0,48.0,23.0,44.0,42.0,22.0,10.0,15.0,10.0,9.0,11.0,66.0,213982,78.0,73.0,39.0,36.0,61.0,38.0,24.0,63.0,48.0,52.0,49.0,67.0,79.0,64.0,67.0,33.0,60.0
11804,11804,76.0,50.0,71.0,72.0,63.0,57.0,56.0,52.0,68.0,57.0,48.0,14.0,11.0,13.0,11.0,13.0,45.0,228318,30.0,59.0,58.0,52.0,28.0,54.0,58.0,54.0,62.0,56.0,32.0,72.0,65.0,29.0,58.0,66.0,59.0
11805,11805,69.0,66.0,71.0,62.0,68.0,66.0,57.0,54.0,64.0,56.0,60.0,6.0,9.0,11.0,6.0,13.0,60.0,193758,46.0,72.0,40.0,62.0,22.0,67.0,62.0,60.0,64.0,65.0,35.0,73.0,82.0,37.0,77.0,63.0,56.0
11806,11806,66.0,62.0,58.0,59.0,62.0,68.0,59.0,28.0,57.0,23.0,30.0,8.0,11.0,11.0,7.0,14.0,58.0,216799,59.0,70.0,60.0,33.0,58.0,34.0,44.0,56.0,62.0,54.0,67.0,69.0,68.0,66.0,70.0,37.0,29.0
11807,11807,64.0,49.0,57.0,63.0,59.0,47.0,37.0,52.0,57.0,68.0,40.0,13.0,11.0,5.0,7.0,5.0,67.0,232671,23.0,60.0,34.0,57.0,18.0,61.0,60.0,57.0,53.0,64.0,20.0,63.0,63.0,28.0,75.0,44.0,55.0
11808,11808,70.0,67.0,76.0,75.0,57.0,60.0,56.0,39.0,66.0,69.0,30.0,9.0,14.0,8.0,7.0,10.0,51.0,237023,16.0,77.0,49.0,63.0,11.0,61.0,61.0,60.0,54.0,69.0,13.0,70.0,62.0,15.0,59.0,65.0,61.0
11809,11809,54.0,69.0,60.0,72.0,59.0,58.0,64.0,47.0,54.0,52.0,53.0,8.0,12.0,6.0,9.0,6.0,59.0,184543,58.0,74.0,64.0,42.0,66.0,60.0,57.0,60.0,64.0,60.0,61.0,61.0,76.0,67.0,58.0,56.0,41.0
11810,11810,81.0,57.0,92.0,72.0,62.0,56.0,60.0,63.0,63.0,54.0,56.0,10.0,16.0,8.0,7.0,10.0,55.0,202464,48.0,57.0,59.0,56.0,40.0,41.0,58.0,57.0,61.0,55.0,41.0,80.0,70.0,44.0,58.0,61.0,57.0
11811,11811,72.0,74.0,78.0,81.0,61.0,54.0,48.0,59.0,59.0,40.0,47.0,15.0,13.0,8.0,8.0,14.0,60.0,221664,65.0,74.0,59.0,40.0,61.0,50.0,65.0,56.0,67.0,59.0,61.0,67.0,59.0,67.0,60.0,50.0,39.0
11812,11812,41.0,18.0,32.0,54.0,19.0,26.0,17.0,13.0,20.0,19.0,20.0,68.0,51.0,67.0,66.0,68.0,18.0,223968,23.0,54.0,19.0,21.0,14.0,28.0,18.0,59.0,27.0,23.0,21.0,47.0,25.0,19.0,59.0,39.0,21.0
11813,11813,56.0,65.0,48.0,52.0,42.0,66.0,24.0,28.0,26.0,23.0,29.0,14.0,13.0,8.0,14.0,9.0,64.0,233184,62.0,72.0,63.0,17.0,64.0,34.0,25.0,62.0,59.0,32.0,60.0,68.0,65.0,62.0,69.0,29.0,24.0
11814,11814,68.0,58.0,67.0,62.0,62.0,46.0,68.0,63.0,64.0,40.0,49.0,10.0,14.0,13.0,7.0,12.0,60.0,237024,61.0,54.0,61.0,37.0,61.0,41.0,57.0,57.0,64.0,44.0,62.0,68.0,65.0,64.0,58.0,49.0,31.0
11815,11815,63.0,43.0,62.0,71.0,68.0,57.0,63.0,71.0,64.0,44.0,62.0,12.0,11.0,15.0,8.0,12.0,42.0,172256,29.0,46.0,65.0,63.0,37.0,61.0,61.0,56.0,64.0,47.0,32.0,57.0,53.0,38.0,52.0,72.0,44.0
11816,11816,71.0,73.0,67.0,72.0,62.0,62.0,58.0,40.0,58.0,40.0,31.0,15.0,10.0,6.0,15.0,16.0,59.0,204257,60.0,79.0,55.0,37.0,65.0,41.0,47.0,66.0,61.0,56.0,66.0,54.0,67.0,67.0,69.0,46.0,40.0
11817,11817,64.0,49.0,74.0,70.0,66.0,71.0,63.0,58.0,63.0,61.0,70.0,8.0,16.0,10.0,10.0,8.0,67.0,148705,57.0,85.0,56.0,65.0,60.0,71.0,64.0,63.0,64.0,74.0,52.0,66.0,75.0,54.0,66.0,58.0,67.0
11818,11818,64.0,69.0,71.0,81.1,58.0,63.0,61.0,50.0,62.0,37.0,45.0,9.0,15.0,9.0,15.0,11.0,48.0,166113,61.0,76.0,60.0,45.0,63.0,45.0,38.0,60.0,58.0,54.0,66.0,62.0,76.0,67.0,65.0,52.1,36.0
11819,11819,63.0,78.0,56.0,73.0,65.0,52.0,42.0,33.0,53.0,44.0,39.0,14.0,7.0,6.0,6.0,6.0,65.0,232929,67.0,76.0,69.0,63.0,66.0,41.0,47.0,66.0,64.0,40.0,65.0,60.0,84.0,67.0,60.0,55.0,26.0
11820,11820,41.0,72.0,37.0,36.0,36.0,66.0,25.0,26.0,30.0,25.0,27.0,14.0,13.0,16.0,11.0,9.0,61.0,210914,64.0,45.0,26.0,21.0,67.0,34.0,25.0,57.0,31.0,40.0,67.0,44.0,60.0,66.0,82.0,28.0,24.0
11821,11821,73.0,63.0,70.0,82.0,63.0,57.0,37.0,49.0,69.0,64.0,40.0,13.0,8.0,13.0,11.0,9.0,59.0,216802,21.0,61.0,54.0,63.0,24.0,68.0,65.0,59.0,61.0,61.0,15.0,70.0,59.0,23.0,73.0,56.0,48.0
11822,11822,71.0,54.0,68.0,65.0,65.0,63.0,55.0,49.0,62.0,21.0,34.0,16.0,13.0,15.0,16.0,14.0,57.0,227554,62.0,56.0,55.0,30.0,66.0,34.0,53.0,55.0,63.0,50.0,63.0,67.0,76.0,64.0,67.0,55.0,26.0
11823,11823,64.0,64.0,55.0,65.0,62.0,58.0,53.0,48.0,60.0,36.0,31.0,13.0,10.0,12.0,14.0,10.0,59.0,232162,62.0,61.0,61.0,44.0,66.0,32.0,54.0,57.0,64.0,56.0,60.0,53.0,74.0,62.0,73.0,52.0,35.0
11824,11824,46.0,65.0,31.0,31.0,52.0,62.0,41.0,51.0,38.0,32.0,42.0,8.0,12.0,16.0,15.0,15.0,67.0,192738,60.0,51.0,64.0,39.0,64.0,26.0,19.0,53.0,65.0,45.0,62.0,43.0,67.0,66.0,70.0,29.0,32.0
11825,11825,55.0,80.0,55.0,50.0,52.0,55.0,32.0,31.0,29.0,18.0,32.0,7.0,12.0,15.0,7.0,11.0,65.0,204515,54.0,65.0,31.0,22.0,63.0,33.0,29.0,54.0,41.0,43.0,60.0,63.0,53.0,67.0,81.0,29.0,15.0
11826,11826,69.0,62.0,68.0,67.0,70.0,52.0,59.0,59.0,70.0,45.0,41.0,7.0,15.0,10.0,9.0,10.0,58.0,232419,49.0,63.0,67.0,55.0,59.0,54.0,52.0,55.0,70.0,61.0,63.0,68.0,69.0,65.0,61.0,59.0,35.0
11827,11827,64.0,41.0,59.0,58.0,59.0,51.0,53.0,61.0,62.0,67.0,51.0,13.0,13.0,7.0,10.0,15.0,61.0,237283,23.0,68.0,49.0,65.0,17.0,59.0,56.0,60.0,59.0,65.0,18.0,67.0,68.0,17.0,74.0,49.0,52.0
11828,11828,52.0,61.0,65.0,58.0,62.0,60.0,40.0,30.0,53.0,30.0,40.0,7.0,6.0,6.0,11.0,7.0,61.0,238563,67.0,57.0,58.0,50.0,61.0,43.0,36.0,63.0,60.0,56.0,57.0,57.0,76.0,63.0,70.0,51.0,39.0
11829,11829,40.0,20.0,31.0,33.0,23.0,21.0,12.0,18.0,12.0,14.0,16.0,60.0,66.0,63.0,65.0,63.0,18.0,190435,15.0,64.0,13.0,17.0,12.0,23.0,6.0,59.0,14.0,14.0,12.0,38.0,32.0,13.0,41.0,26.0,14.0
11830,11830,68.0,59.0,58.0,54.0,60.0,60.0,63.0,39.0,66.0,65.0,49.0,12.0,16.0,8.0,14.0,8.0,59.0,199908,55.0,67.0,47.0,62.0,62.0,56.0,52.0,63.0,56.0,60.0,64.0,71.0,70.0,63.0,74.0,45.0,41.0
11831,11831,72.0,47.0,63.0,58.0,56.0,59.0,58.0,52.0,44.0,14.0,41.0,13.0,12.0,6.0,14.0,8.0,55.0,224996,64.0,66.0,41.0,23.0,65.0,34.0,19.0,53.0,52.0,43.0,66.0,76.0,75.0,58.0,58.0,27.0,13.0
